"epoch","train_100 - train_loss_epoch","train_100 - train_loss_epoch__MIN","train_100 - train_loss_epoch__MAX","train_100 - _step","train_100 - _step__MIN","train_100 - _step__MAX","train_75 - train_loss_epoch","train_75 - train_loss_epoch__MIN","train_75 - train_loss_epoch__MAX","train_75 - _step","train_75 - _step__MIN","train_75 - _step__MAX","train_50 - train_loss_epoch","train_50 - train_loss_epoch__MIN","train_50 - train_loss_epoch__MAX","train_50 - _step","train_50 - _step__MIN","train_50 - _step__MAX","train_25 - train_loss_epoch","train_25 - train_loss_epoch__MIN","train_25 - train_loss_epoch__MAX","train_25 - _step","train_25 - _step__MIN","train_25 - _step__MAX","train_10 - train_loss_epoch","train_10 - train_loss_epoch__MIN","train_10 - train_loss_epoch__MAX","train_10 - _step","train_10 - _step__MIN","train_10 - _step__MAX"
"64","0.0000011584170351852663","0.0000011584170351852663","0.0000011584170351852663","121654","121654","121654","0.0000012596877922987915","0.0000012596877922987915","0.0000012596877922987915","91364","91364","91364","0.000001482233415117662","0.000001482233415117662","0.000001482233415117662","61139","61139","61139","0.000001993059640881256","0.000001993059640881256","0.000001993059640881256","30849","30849","30849","0.000006175220732984599","0.000006175220732984599","0.000006175220732984599","12714","12714","12714"
"65","0.0000011761900395867997","0.0000011761900395867997","0.0000011761900395867997","123525","123525","123525","0.000001167410914604261","0.000001167410914604261","0.000001167410914604261","92769","92769","92769","0.000001497237690273323","0.000001497237690273323","0.000001497237690273323","62079","62079","62079","0.0000022594545043830294","0.0000022594545043830294","0.0000022594545043830294","31323","31323","31323","0.000005964238425804069","0.000005964238425804069","0.000005964238425804069","12909","12909","12909"
"66","0.0000011967396176260081","0.0000011967396176260081","0.0000011967396176260081","125396","125396","125396","0.0000011330258757880074","0.0000011330258757880074","0.0000011330258757880074","94174","94174","94174","0.0000014554576637237915","0.0000014554576637237915","0.0000014554576637237915","63019","63019","63019","0.000002204547854489647","0.000002204547854489647","0.000002204547854489647","31797","31797","31797","0.000006307422154350206","0.000006307422154350206","0.000006307422154350206","13104","13104","13104"
"67","0.0000011651763998088427","0.0000011651763998088427","0.0000011651763998088427","127267","127267","127267","0.0000011317418966427795","0.0000011317418966427795","0.0000011317418966427795","95579","95579","95579","0.0000013575015600508777","0.0000013575015600508777","0.0000013575015600508777","63959","63959","63959","0.000002009748186537763","0.000002009748186537763","0.000002009748186537763","32271","32271","32271","0.000006382594165188493","0.000006382594165188493","0.000006382594165188493","13299","13299","13299"
"68","0.0000011791795486715273","0.0000011791795486715273","0.0000011791795486715273","129138","129138","129138","0.0000011873929679495632","0.0000011873929679495632","0.0000011873929679495632","96984","96984","96984","0.0000013602194712802884","0.0000013602194712802884","0.0000013602194712802884","64899","64899","64899","0.0000019907513433281565","0.0000019907513433281565","0.0000019907513433281565","32745","32745","32745","0.000006353292064886773","0.000006353292064886773","0.000006353292064886773","13494","13494","13494"
"69","0.0000012012801562377717","0.0000012012801562377717","0.0000012012801562377717","131009","131009","131009","0.0000011828333299490623","0.0000011828333299490623","0.0000011828333299490623","98389","98389","98389","0.0000013741235989073175","0.0000013741235989073175","0.0000013741235989073175","65839","65839","65839","0.0000019622295894805575","0.0000019622295894805575","0.0000019622295894805575","33219","33219","33219","0.0000060889833548571914","0.0000060889833548571914","0.0000060889833548571914","13689","13689","13689"
"70","0.0000012113317779949284","0.0000012113317779949284","0.0000012113317779949284","132885","132885","132885","0.0000011719389476638753","0.0000011719389476638753","0.0000011719389476638753","99799","99799","99799","0.0000013379697065829532","0.0000013379697065829532","0.0000013379697065829532","66784","66784","66784","0.000001883917775558075","0.000001883917775558075","0.000001883917775558075","33698","33698","33698","0.000006901695996930357","0.000006901695996930357","0.000006901695996930357","13889","13889","13889"
"71","0.0000011942136097786715","0.0000011942136097786715","0.0000011942136097786715","134756","134756","134756","0.0000011360613143551745","0.0000011360613143551745","0.0000011360613143551745","101204","101204","101204","0.0000013388830666372087","0.0000013388830666372087","0.0000013388830666372087","67724","67724","67724","0.0000019276662897027563","0.0000019276662897027563","0.0000019276662897027563","34172","34172","34172","0.000005900896667299094","0.000005900896667299094","0.000005900896667299094","14084","14084","14084"
"72","0.0000011552768910405575","0.0000011552768910405575","0.0000011552768910405575","136627","136627","136627","0.0000011070045502492576","0.0000011070045502492576","0.0000011070045502492576","102609","102609","102609","0.0000013178174640415818","0.0000013178174640415818","0.0000013178174640415818","68664","68664","68664","0.0000020622678675863426","0.0000020622678675863426","0.0000020622678675863426","34646","34646","34646","0.000005615252575807972","0.000005615252575807972","0.000005615252575807972","14279","14279","14279"
"73","0.000001180172034764837","0.000001180172034764837","0.000001180172034764837","138498","138498","138498","0.0000012114196579204872","0.0000012114196579204872","0.0000012114196579204872","104014","104014","104014","0.000001332728629677149","0.000001332728629677149","0.000001332728629677149","69604","69604","69604","0.0000019009997913599364","0.0000019009997913599364","0.0000019009997913599364","35120","35120","35120","0.000006576713531103451","0.000006576713531103451","0.000006576713531103451","14474","14474","14474"
"74","0.000001198551217385102","0.000001198551217385102","0.000001198551217385102","140369","140369","140369","0.0000011755546438507736","0.0000011755546438507736","0.0000011755546438507736","105419","105419","105419","0.000001318461386290437","0.000001318461386290437","0.000001318461386290437","70544","70544","70544","0.000001901113478197658","0.000001901113478197658","0.000001901113478197658","35594","35594","35594","0.000005281532139633782","0.000005281532139633782","0.000005281532139633782","14669","14669","14669"
"75","0.0000012368881243673968","0.0000012368881243673968","0.0000012368881243673968","142240","142240","142240","0.0000011327783795422874","0.0000011327783795422874","0.0000011327783795422874","106824","106824","106824","0.0000013304986623552395","0.0000013304986623552395","0.0000013304986623552395","71484","71484","71484","0.0000017258013258469873","0.0000017258013258469873","0.0000017258013258469873","36068","36068","36068","0.0000050649155127757695","0.0000050649155127757695","0.0000050649155127757695","14864","14864","14864"
"76","0.0000012245710649949615","0.0000012245710649949615","0.0000012245710649949615","144111","144111","144111","0.000001111255187424831","0.000001111255187424831","0.000001111255187424831","108229","108229","108229","0.0000012581162991409656","0.0000012581162991409656","0.0000012581162991409656","72424","72424","72424","0.0000018505918433220359","0.0000018505918433220359","0.0000018505918433220359","36542","36542","36542","0.000004541546331893187","0.000004541546331893187","0.000004541546331893187","15059","15059","15059"
"77","0.0000012195683893878595","0.0000012195683893878595","0.0000012195683893878595","145982","145982","145982","0.0000011700697086780565","0.0000011700697086780565","0.0000011700697086780565","109634","109634","109634","0.0000012625455383385997","0.0000012625455383385997","0.0000012625455383385997","73364","73364","73364","0.000001820656621021044","0.000001820656621021044","0.000001820656621021044","37016","37016","37016","0.0000046503887460858095","0.0000046503887460858095","0.0000046503887460858095","15254","15254","15254"
"78","0.0000011867538205478922","0.0000011867538205478922","0.0000011867538205478922","147853","147853","147853","0.00000113789928946062","0.00000113789928946062","0.00000113789928946062","111039","111039","111039","0.000001305408773077943","0.000001305408773077943","0.000001305408773077943","74304","74304","74304","0.0000018964544779009884","0.0000018964544779009884","0.0000018964544779009884","37490","37490","37490","0.0000055037380661815405","0.0000055037380661815405","0.0000055037380661815405","15449","15449","15449"
"79","0.0000011942671562792384","0.0000011942671562792384","0.0000011942671562792384","149724","149724","149724","0.0000012026980584778357","0.0000012026980584778357","0.0000012026980584778357","112444","112444","112444","0.0000013690854530068464","0.0000013690854530068464","0.0000013690854530068464","75244","75244","75244","0.000001766240984579781","0.000001766240984579781","0.000001766240984579781","37964","37964","37964","0.000004594587608153233","0.000004594587608153233","0.000004594587608153233","15644","15644","15644"
"80","0.0000012173154573247302","0.0000012173154573247302","0.0000012173154573247302","151600","151600","151600","0.0000011242641448916402","0.0000011242641448916402","0.0000011242641448916402","113854","113854","113854","0.0000012249084875293192","0.0000012249084875293192","0.0000012249084875293192","76189","76189","76189","0.0000017807002450354048","0.0000017807002450354048","0.0000017807002450354048","38443","38443","38443","0.000004791909304913133","0.000004791909304913133","0.000004791909304913133","15844","15844","15844"
"81","0.0000012101369293304742","0.0000012101369293304742","0.0000012101369293304742","153471","153471","153471","0.0000011762293752326514","0.0000011762293752326514","0.0000011762293752326514","115259","115259","115259","0.000001234040382769308","0.000001234040382769308","0.000001234040382769308","77129","77129","77129","0.0000017588055243322742","0.0000017588055243322742","0.0000017588055243322742","38917","38917","38917","0.000005266625521471724","0.000005266625521471724","0.000005266625521471724","16039","16039","16039"
"82","0.0000012252854730832041","0.0000012252854730832041","0.0000012252854730832041","155342","155342","155342","0.00000109952122784307","0.00000109952122784307","0.00000109952122784307","116664","116664","116664","0.0000012559356719066272","0.0000012559356719066272","0.0000012559356719066272","78069","78069","78069","0.0000015564437489956617","0.0000015564437489956617","0.0000015564437489956617","39391","39391","39391","0.0000045192105062596966","0.0000045192105062596966","0.0000045192105062596966","16234","16234","16234"
"83","0.0000011909797876796802","0.0000011909797876796802","0.0000011909797876796802","157213","157213","157213","0.000001145851683759247","0.000001145851683759247","0.000001145851683759247","118069","118069","118069","0.0000012304361689530197","0.0000012304361689530197","0.0000012304361689530197","79009","79009","79009","0.0000017316567664238391","0.0000017316567664238391","0.0000017316567664238391","39865","39865","39865","0.000004337310656410409","0.000004337310656410409","0.000004337310656410409","16429","16429","16429"
"84","0.0000012227201295900159","0.0000012227201295900159","0.0000012227201295900159","159084","159084","159084","0.0000011326379762977012","0.0000011326379762977012","0.0000011326379762977012","119474","119474","119474","0.0000012747974551530206","0.0000012747974551530206","0.0000012747974551530206","79949","79949","79949","0.000001812801770029182","0.000001812801770029182","0.000001812801770029182","40339","40339","40339","0.00000452240828963113","0.00000452240828963113","0.00000452240828963113","16624","16624","16624"
"85","0.0000012659841104323277","0.0000012659841104323277","0.0000012659841104323277","160955","160955","160955","0.0000011341516028551268","0.0000011341516028551268","0.0000011341516028551268","120879","120879","120879","0.000001232763793268532","0.000001232763793268532","0.000001232763793268532","80889","80889","80889","0.0000018514784869694267","0.0000018514784869694267","0.0000018514784869694267","40813","40813","40813","0.000004134036771574756","0.000004134036771574756","0.000004134036771574756","16819","16819","16819"
"86","0.000001278236254620424","0.000001278236254620424","0.000001278236254620424","162826","162826","162826","0.0000011594610214160639","0.0000011594610214160639","0.0000011594610214160639","122284","122284","122284","0.0000011865527085319627","0.0000011865527085319627","0.0000011865527085319627","81829","81829","81829","0.000001602187239768682","0.000001602187239768682","0.000001602187239768682","41287","41287","41287","0.000004143496425967896","0.000004143496425967896","0.000004143496425967896","17014","17014","17014"
"87","0.000001250481432180095","0.000001250481432180095","0.000001250481432180095","164697","164697","164697","0.0000011707364819812938","0.0000011707364819812938","0.0000011707364819812938","123689","123689","123689","0.0000012385515901769395","0.0000012385515901769395","0.0000012385515901769395","82769","82769","82769","0.0000016972358025668655","0.0000016972358025668655","0.0000016972358025668655","41761","41761","41761","0.000004410014753375435","0.000004410014753375435","0.000004410014753375435","17209","17209","17209"
"88","0.0000012444305639291997","0.0000012444305639291997","0.0000012444305639291997","166568","166568","166568","0.0000011564520718820859","0.0000011564520718820859","0.0000011564520718820859","125094","125094","125094","0.000001170028667729639","0.000001170028667729639","0.000001170028667729639","83709","83709","83709","0.00000163856998369738","0.00000163856998369738","0.00000163856998369738","42235","42235","42235","0.000004078922756889369","0.000004078922756889369","0.000004078922756889369","17404","17404","17404"
"89","0.0000012156410775787663","0.0000012156410775787663","0.0000012156410775787663","168439","168439","168439","0.0000011142936955366167","0.0000011142936955366167","0.0000011142936955366167","126499","126499","126499","0.0000012683641443800298","0.0000012683641443800298","0.0000012683641443800298","84649","84649","84649","0.0000016739637658247375","0.0000016739637658247375","0.0000016739637658247375","42709","42709","42709","0.0000040054242163023446","0.0000040054242163023446","0.0000040054242163023446","17599","17599","17599"
"90","0.0000013173807928978931","0.0000013173807928978931","0.0000013173807928978931","170315","170315","170315","0.0000010831395229615737","0.0000010831395229615737","0.0000010831395229615737","127909","127909","127909","0.0000012526461432571523","0.0000012526461432571523","0.0000012526461432571523","85594","85594","85594","0.0000015846075029912754","0.0000015846075029912754","0.0000015846075029912754","43188","43188","43188","0.0000040945551518234424","0.0000040945551518234424","0.0000040945551518234424","17799","17799","17799"
"91","0.0000012875037782578147","0.0000012875037782578147","0.0000012875037782578147","172186","172186","172186","0.0000011716583685483783","0.0000011716583685483783","0.0000011716583685483783","129314","129314","129314","0.000001235729428117338","0.000001235729428117338","0.000001235729428117338","86534","86534","86534","0.0000017377738004142884","0.0000017377738004142884","0.0000017377738004142884","43662","43662","43662","0.000004199579962005373","0.000004199579962005373","0.000004199579962005373","17994","17994","17994"
"92","0.0000013353147778616403","0.0000013353147778616403","0.0000013353147778616403","174057","174057","174057","0.0000011760656661863322","0.0000011760656661863322","0.0000011760656661863322","130719","130719","130719","0.0000012537631164377672","0.0000012537631164377672","0.0000012537631164377672","87474","87474","87474","0.0000016910456679397612","0.0000016910456679397612","0.0000016910456679397612","44136","44136","44136","0.000004088653440703638","0.000004088653440703638","0.000004088653440703638","18189","18189","18189"
"93","0.0000012397791806506575","0.0000012397791806506575","0.0000012397791806506575","175928","175928","175928","0.0000011508013812999707","0.0000011508013812999707","0.0000011508013812999707","132124","132124","132124","0.0000012399769957482931","0.0000012399769957482931","0.0000012399769957482931","88414","88414","88414","0.0000015481242598980316","0.0000015481242598980316","0.0000015481242598980316","44610","44610","44610","0.0000039623150769330095","0.0000039623150769330095","0.0000039623150769330095","18384","18384","18384"
"94","0.000001348096816400357","0.000001348096816400357","0.000001348096816400357","177799","177799","177799","0.0000011735029374904116","0.0000011735029374904116","0.0000011735029374904116","133529","133529","133529","0.0000011818650591521873","0.0000011818650591521873","0.0000011818650591521873","89354","89354","89354","0.0000016391711596952518","0.0000016391711596952518","0.0000016391711596952518","45084","45084","45084","0.000003819515313807642","0.000003819515313807642","0.000003819515313807642","18579","18579","18579"
"95","0.000001312243398388091","0.000001312243398388091","0.000001312243398388091","179670","179670","179670","0.000001168089283964946","0.000001168089283964946","0.000001168089283964946","134934","134934","134934","0.0000012463642633520067","0.0000012463642633520067","0.0000012463642633520067","90294","90294","90294","0.0000014313650353869889","0.0000014313650353869889","0.0000014313650353869889","45558","45558","45558","0.00000432892375101801","0.00000432892375101801","0.00000432892375101801","18774","18774","18774"
"96","0.000001292152660425927","0.000001292152660425927","0.000001292152660425927","181541","181541","181541","0.0000011343249752826523","0.0000011343249752826523","0.0000011343249752826523","136339","136339","136339","0.0000012248400480530108","0.0000012248400480530108","0.0000012248400480530108","91234","91234","91234","0.0000017011913087117136","0.0000017011913087117136","0.0000017011913087117136","46032","46032","46032","0.0000034395934562780894","0.0000034395934562780894","0.0000034395934562780894","18969","18969","18969"
"97","0.0000013464434687193716","0.0000013464434687193716","0.0000013464434687193716","183412","183412","183412","0.0000012207174222567119","0.0000012207174222567119","0.0000012207174222567119","137744","137744","137744","0.0000012203876167404815","0.0000012203876167404815","0.0000012203876167404815","92174","92174","92174","0.0000015376042483694619","0.0000015376042483694619","0.0000015376042483694619","46506","46506","46506","0.00000398917563870782","0.00000398917563870782","0.00000398917563870782","19164","19164","19164"
"98","0.0000012849332051700912","0.0000012849332051700912","0.0000012849332051700912","185283","185283","185283","0.000001167347249975137","0.000001167347249975137","0.000001167347249975137","139149","139149","139149","0.0000012900684396299766","0.0000012900684396299766","0.0000012900684396299766","93114","93114","93114","0.0000017368043927490362","0.0000017368043927490362","0.0000017368043927490362","46980","46980","46980","0.000003920024028047919","0.000003920024028047919","0.000003920024028047919","19359","19359","19359"
"99","0.0000013075907645543339","0.0000013075907645543339","0.0000013075907645543339","187154","187154","187154","0.0000011729939615179319","0.0000011729939615179319","0.0000011729939615179319","140554","140554","140554","0.00000122828305393341","0.00000122828305393341","0.00000122828305393341","94054","94054","94054","0.0000014397489849216072","0.0000014397489849216072","0.0000014397489849216072","47454","47454","47454","0.0000035416376249486348","0.0000035416376249486348","0.0000035416376249486348","19554","19554","19554"
"100","0.0000013537168115362874","0.0000013537168115362874","0.0000013537168115362874","189030","189030","189030","0.0000011707616067724302","0.0000011707616067724302","0.0000011707616067724302","141964","141964","141964","0.0000011859229971378227","0.0000011859229971378227","0.0000011859229971378227","94999","94999","94999","0.000001508607510913862","0.000001508607510913862","0.000001508607510913862","47933","47933","47933","0.000003158137133141281","0.000003158137133141281","0.000003158137133141281","19754","19754","19754"
"101","0.0000013415824469120707","0.0000013415824469120707","0.0000013415824469120707","190901","190901","190901","0.0000011214355026822886","0.0000011214355026822886","0.0000011214355026822886","143369","143369","143369","0.0000012597057548191515","0.0000012597057548191515","0.0000012597057548191515","95939","95939","95939","0.000001469890094085713","0.000001469890094085713","0.000001469890094085713","48407","48407","48407","0.000004401710157253547","0.000004401710157253547","0.000004401710157253547","19949","19949","19949"
"102","0.0000013862000969311339","0.0000013862000969311339","0.0000013862000969311339","192772","192772","192772","0.0000012269706530787516","0.0000012269706530787516","0.0000012269706530787516","144774","144774","144774","0.0000011814606750704115","0.0000011814606750704115","0.0000011814606750704115","96879","96879","96879","0.0000014754455150978174","0.0000014754455150978174","0.0000014754455150978174","48881","48881","48881","0.0000033486214761069277","0.0000033486214761069277","0.0000033486214761069277","20144","20144","20144"
"103","0.0000013856539453627192","0.0000013856539453627192","0.0000013856539453627192","194643","194643","194643","0.000001189782437904796","0.000001189782437904796","0.000001189782437904796","146179","146179","146179","0.000001249297497452062","0.000001249297497452062","0.000001249297497452062","97819","97819","97819","0.0000015349454542956664","0.0000015349454542956664","0.0000015349454542956664","49355","49355","49355","0.0000032999380437104264","0.0000032999380437104264","0.0000032999380437104264","20339","20339","20339"
"104","0.000001354943378828466","0.000001354943378828466","0.000001354943378828466","196514","196514","196514","0.0000011991990049864398","0.0000011991990049864398","0.0000011991990049864398","147584","147584","147584","0.0000012182317732367665","0.0000012182317732367665","0.0000012182317732367665","98759","98759","98759","0.0000014362514093591017","0.0000014362514093591017","0.0000014362514093591017","49829","49829","49829","0.0000034289801078557502","0.0000034289801078557502","0.0000034289801078557502","20534","20534","20534"
"105","0.0000013532293223761371","0.0000013532293223761371","0.0000013532293223761371","198385","198385","198385","0.0000012004451264147065","0.0000012004451264147065","0.0000012004451264147065","148989","148989","148989","0.0000011654111631287378","0.0000011654111631287378","0.0000011654111631287378","99699","99699","99699","0.000001491948751208838","0.000001491948751208838","0.000001491948751208838","50303","50303","50303","0.0000030385633635887643","0.0000030385633635887643","0.0000030385633635887643","20729","20729","20729"
"106","0.000001386006033499143","0.000001386006033499143","0.000001386006033499143","200256","200256","200256","0.0000012210304021209595","0.0000012210304021209595","0.0000012210304021209595","150394","150394","150394","0.0000011964687018917175","0.0000011964687018917175","0.0000011964687018917175","100639","100639","100639","0.0000014679409332529758","0.0000014679409332529758","0.0000014679409332529758","50777","50777","50777","0.000003132119672955014","0.000003132119672955014","0.000003132119672955014","20924","20924","20924"
"107","0.000001434128876098839","0.000001434128876098839","0.000001434128876098839","202127","202127","202127","0.0000012040710544169997","0.0000012040710544169997","0.0000012040710544169997","151799","151799","151799","0.0000011476982990643592","0.0000011476982990643592","0.0000011476982990643592","101579","101579","101579","0.0000016637784483464202","0.0000016637784483464202","0.0000016637784483464202","51251","51251","51251","0.0000031126562589633977","0.0000031126562589633977","0.0000031126562589633977","21119","21119","21119"
"108","0.0000014375298178492812","0.0000014375298178492812","0.0000014375298178492812","203998","203998","203998","0.0000011356730738043552","0.0000011356730738043552","0.0000011356730738043552","153204","153204","153204","0.000001164451418844692","0.000001164451418844692","0.000001164451418844692","102519","102519","102519","0.0000015701072015872342","0.0000015701072015872342","0.0000015701072015872342","51725","51725","51725","0.0000030420001166930888","0.0000030420001166930888","0.0000030420001166930888","21314","21314","21314"
"109","0.0000014037128721611225","0.0000014037128721611225","0.0000014037128721611225","205869","205869","205869","0.0000012082598459528526","0.0000012082598459528526","0.0000012082598459528526","154609","154609","154609","0.0000011569877642614301","0.0000011569877642614301","0.0000011569877642614301","103459","103459","103459","0.0000014905009493304533","0.0000014905009493304533","0.0000014905009493304533","52199","52199","52199","0.0000037270478969730902","0.0000037270478969730902","0.0000037270478969730902","21509","21509","21509"
"110","0.0000013547695516535896","0.0000013547695516535896","0.0000013547695516535896","207745","207745","207745","0.000001219622049575264","0.000001219622049575264","0.000001219622049575264","156019","156019","156019","0.0000011928681260542362","0.0000011928681260542362","0.0000011928681260542362","104404","104404","104404","0.0000015005764453235315","0.0000015005764453235315","0.0000015005764453235315","52678","52678","52678","0.000003448389406912611","0.000003448389406912611","0.000003448389406912611","21709","21709","21709"
"111","0.0000014585978078685002","0.0000014585978078685002","0.0000014585978078685002","209616","209616","209616","0.0000012224670626892475","0.0000012224670626892475","0.0000012224670626892475","157424","157424","157424","0.0000011449787962192204","0.0000011449787962192204","0.0000011449787962192204","105344","105344","105344","0.0000015213672668323852","0.0000015213672668323852","0.0000015213672668323852","53152","53152","53152","0.0000029472344067471568","0.0000029472344067471568","0.0000029472344067471568","21904","21904","21904"
"112","0.0000013997458836456644","0.0000013997458836456644","0.0000013997458836456644","211487","211487","211487","0.0000012352122666925425","0.0000012352122666925425","0.0000012352122666925425","158829","158829","158829","0.0000011619041515587014","0.0000011619041515587014","0.0000011619041515587014","106284","106284","106284","0.0000013007914958507172","0.0000013007914958507172","0.0000013007914958507172","53626","53626","53626","0.0000029132841063983506","0.0000029132841063983506","0.0000029132841063983506","22099","22099","22099"
"113","0.0000013692339280169108","0.0000013692339280169108","0.0000013692339280169108","213358","213358","213358","0.0000012069956483173883","0.0000012069956483173883","0.0000012069956483173883","160234","160234","160234","0.0000011278045803919667","0.0000011278045803919667","0.0000011278045803919667","107224","107224","107224","0.0000014800525605096482","0.0000014800525605096482","0.0000014800525605096482","54100","54100","54100","0.000002953085640911013","0.000002953085640911013","0.000002953085640911013","22294","22294","22294"
"114","0.000001431561031495221","0.000001431561031495221","0.000001431561031495221","215229","215229","215229","0.0000013222742154539446","0.0000013222742154539446","0.0000013222742154539446","161639","161639","161639","0.000001161031605079188","0.000001161031605079188","0.000001161031605079188","108164","108164","108164","0.0000014086948567637592","0.0000014086948567637592","0.0000014086948567637592","54574","54574","54574","0.0000029373638881224906","0.0000029373638881224906","0.0000029373638881224906","22489","22489","22489"
"115","0.0000014275692592491396","0.0000014275692592491396","0.0000014275692592491396","217100","217100","217100","0.000001301182351198804","0.000001301182351198804","0.000001301182351198804","163044","163044","163044","0.0000012061739198543364","0.0000012061739198543364","0.0000012061739198543364","109104","109104","109104","0.0000013759621424469515","0.0000013759621424469515","0.0000013759621424469515","55048","55048","55048","0.000002788189704006072","0.000002788189704006072","0.000002788189704006072","22684","22684","22684"
"116","0.0000014707959508086788","0.0000014707959508086788","0.0000014707959508086788","218971","218971","218971","0.000001274959799957287","0.000001274959799957287","0.000001274959799957287","164449","164449","164449","0.000001171053327198024","0.000001171053327198024","0.000001171053327198024","110044","110044","110044","0.0000013650098935613642","0.0000013650098935613642","0.0000013650098935613642","55522","55522","55522","0.0000028841191124229226","0.0000028841191124229226","0.0000028841191124229226","22879","22879","22879"
"117","0.0000014263544017012464","0.0000014263544017012464","0.0000014263544017012464","220842","220842","220842","0.0000012631087429326726","0.0000012631087429326726","0.0000012631087429326726","165854","165854","165854","0.0000011663987606880255","0.0000011663987606880255","0.0000011663987606880255","110984","110984","110984","0.0000013484270766639384","0.0000013484270766639384","0.0000013484270766639384","55996","55996","55996","0.0000026143902687181253","0.0000026143902687181253","0.0000026143902687181253","23074","23074","23074"
"118","0.000001416302666257252","0.000001416302666257252","0.000001416302666257252","222713","222713","222713","0.0000012190521374577656","0.0000012190521374577656","0.0000012190521374577656","167259","167259","167259","0.0000011556633126019733","0.0000011556633126019733","0.0000011556633126019733","111924","111924","111924","0.000001381786660203943","0.000001381786660203943","0.000001381786660203943","56470","56470","56470","0.000003335068868182134","0.000003335068868182134","0.000003335068868182134","23269","23269","23269"
"119","0.000001426058929610008","0.000001426058929610008","0.000001426058929610008","224584","224584","224584","0.0000012173691175121348","0.0000012173691175121348","0.0000012173691175121348","168664","168664","168664","0.0000012873703099103295","0.0000012873703099103295","0.0000012873703099103295","112864","112864","112864","0.0000013717700539928046","0.0000013717700539928046","0.0000013717700539928046","56944","56944","56944","0.000003002332732648938","0.000003002332732648938","0.000003002332732648938","23464","23464","23464"
"120","0.0000013967033964945585","0.0000013967033964945585","0.0000013967033964945585","226460","226460","226460","0.000001287483200940187","0.000001287483200940187","0.000001287483200940187","170074","170074","170074","0.0000012528678325907094","0.0000012528678325907094","0.0000012528678325907094","113809","113809","113809","0.000001338307924925175","0.000001338307924925175","0.000001338307924925175","57423","57423","57423","0.0000029876830467401305","0.0000029876830467401305","0.0000029876830467401305","23664","23664","23664"
"121","0.0000014666869674329064","0.0000014666869674329064","0.0000014666869674329064","228331","228331","228331","0.0000012947439245181158","0.0000012947439245181158","0.0000012947439245181158","171479","171479","171479","0.0000011900571053047315","0.0000011900571053047315","0.0000011900571053047315","114749","114749","114749","0.000001351480705125141","0.000001351480705125141","0.000001351480705125141","57897","57897","57897","0.000002770866558421403","0.000002770866558421403","0.000002770866558421403","23859","23859","23859"
"122","0.0000014936634897821932","0.0000014936634897821932","0.0000014936634897821932","230202","230202","230202","0.0000012387362176013994","0.0000012387362176013994","0.0000012387362176013994","172884","172884","172884","0.0000011385129710106412","0.0000011385129710106412","0.0000011385129710106412","115689","115689","115689","0.0000012987344462089823","0.0000012987344462089823","0.0000012987344462089823","58371","58371","58371","0.0000026608222469803877","0.0000026608222469803877","0.0000026608222469803877","24054","24054","24054"
"123","0.000001466753701606649","0.000001466753701606649","0.000001466753701606649","232073","232073","232073","0.0000012720082622763584","0.0000012720082622763584","0.0000012720082622763584","174289","174289","174289","0.0000011966840247623622","0.0000011966840247623622","0.0000011966840247623622","116629","116629","116629","0.0000013861912293577916","0.0000013861912293577916","0.0000013861912293577916","58845","58845","58845","0.0000023283485006686533","0.0000023283485006686533","0.0000023283485006686533","24249","24249","24249"
"124","0.0000014556660516973352","0.0000014556660516973352","0.0000014556660516973352","233944","233944","233944","0.0000012615723790077027","0.0000012615723790077027","0.0000012615723790077027","175694","175694","175694","0.0000012341891988398856","0.0000012341891988398856","0.0000012341891988398856","117569","117569","117569","0.0000013676524304173654","0.0000013676524304173654","0.0000013676524304173654","59319","59319","59319","0.0000030620051347796107","0.0000030620051347796107","0.0000030620051347796107","24444","24444","24444"
"125","0.000001462490217818413","0.000001462490217818413","0.000001462490217818413","235815","235815","235815","0.000001343673261544609","0.000001343673261544609","0.000001343673261544609","177099","177099","177099","0.0000011155235597470892","0.0000011155235597470892","0.0000011155235597470892","118509","118509","118509","0.0000014217997659216053","0.0000014217997659216053","0.0000014217997659216053","59793","59793","59793","0.000002495190756235388","0.000002495190756235388","0.000002495190756235388","24639","24639","24639"
"126","0.0000014871378652969724","0.0000014871378652969724","0.0000014871378652969724","237686","237686","237686","0.0000012733994481095579","0.0000012733994481095579","0.0000012733994481095579","178504","178504","178504","0.000001160656324827869","0.000001160656324827869","0.000001160656324827869","119449","119449","119449","0.00000134247466121451","0.00000134247466121451","0.00000134247466121451","60267","60267","60267","0.0000027890364435734227","0.0000027890364435734227","0.0000027890364435734227","24834","24834","24834"
"127","0.0000015240027551044477","0.0000015240027551044477","0.0000015240027551044477","239557","239557","239557","0.000001295728452532785","0.000001295728452532785","0.000001295728452532785","179909","179909","179909","0.000001154720052909397","0.000001154720052909397","0.000001154720052909397","120389","120389","120389","0.0000013612735756396432","0.0000013612735756396432","0.0000013612735756396432","60741","60741","60741","0.000002452571379762958","0.000002452571379762958","0.000002452571379762958","25029","25029","25029"
